,params0,params1,pfix
0,4.0,0.18882945609053994,0.003831578947368421
1,4.0,0.18845330179553887,0.0058
2,4.0,0.1880786431438579,0.007536842105263158
3,4.0,0.18770547123285816,0.010736842105263157
4,4.0,0.18733377723041686,0.012494736842105263
5,4.0,0.18696355237423026,0.014852631578947369
6,4.0,0.18659478797112528,0.017894736842105262
7,4.0,0.18622747539637896,0.01971578947368421
8,4.0,0.1858616060930462,0.02217894736842105
9,4.0,0.1854971715712951,0.024968421052631577
