,params0,params1,pfix
0,1.0,0.998003992015968,0.0049684210526315786
1,1.0,0.9960159362549801,0.005768421052631579
2,1.0,0.9940357852882704,0.0073052631578947366
3,1.0,0.9920634920634921,0.008684210526315789
4,1.0,0.9900990099009901,0.010663157894736841
5,1.0,0.9881422924901185,0.012410526315789474
6,1.0,0.9861932938856016,0.014294736842105263
7,1.0,0.984251968503937,0.0162
8,1.0,0.9823182711198428,0.01849473684210526
9,1.0,0.9803921568627451,0.019042105263157895
