,params0,params1,pfix
0,99.99999999999999,0.00694166672327234,0.003697872340425532
1,99.99999999999999,0.00692783870191124,0.00594468085106383
2,99.99999999999999,0.00691406566274243,0.008480851063829788
3,99.99999999999999,0.006900347278490956,0.011080851063829788
4,99.99999999999999,0.006886683224474143,0.013885106382978723
5,99.99999999999999,0.006873073178575973,0.01584255319148936
6,99.99999999999999,0.006859516821221779,0.018791489361702128
7,99.99999999999999,0.0068460138353532325,0.021825531914893618
8,99.99999999999999,0.0068325639064036195,0.024306382978723406
9,99.99999999999999,0.006819166722273416,0.02750212765957447
