,params0,params1,pfix
0,99.99999999999999,0.00694166672327234,0.003473684210526316
1,99.99999999999999,0.00692783870191124,0.005894736842105263
2,99.99999999999999,0.00691406566274243,0.008336842105263158
3,99.99999999999999,0.006900347278490956,0.010789473684210526
4,99.99999999999999,0.006886683224474143,0.013263157894736841
5,99.99999999999999,0.006873073178575973,0.016726315789473683
6,99.99999999999999,0.006859516821221779,0.018947368421052633
7,99.99999999999999,0.0068460138353532325,0.02173684210526316
8,99.99999999999999,0.0068325639064036195,0.024526315789473684
9,99.99999999999999,0.006819166722273416,0.0268
