,params0,params1,pfix
0,1.0,0.998003992015968,0.0037716535433070866
1,1.0,0.9960159362549801,0.005047244094488189
2,1.0,0.9940357852882704,0.006681889763779527
3,1.0,0.9920634920634921,0.008548031496062992
4,1.0,0.9900990099009901,0.01015748031496063
5,1.0,0.9881422924901185,0.012143307086614173
6,1.0,0.9861932938856016,0.013949606299212599
7,1.0,0.984251968503937,0.01571023622047244
8,1.0,0.9823182711198428,0.017686614173228348
9,1.0,0.9803921568627451,0.020023622047244095
